1.814307486,4.952901049,0.012702208, 
1.826362577,4.952903721,0.012702208, 
1.838527454,4.95291167,0.037437721, 
1.850801519,4.952924791,0.061250597, 
1.863184177,4.952942982,0.084168677, 
1.875674831,4.952966138,0.106218576, 
1.888272884,4.952994156,0.12742575, 
1.90097774,4.953026932,0.147814553, 
1.913788803,4.953064364,0.1674083, 
1.926705476,4.953106348,0.186229316, 
1.939727163,4.953152779,0.204298987, 
1.952853267,4.953203555,0.221637811, 
1.966083192,4.953258572,0.238265438, 
1.979416342,4.953317727,0.254200713, 
1.992852119,4.953380916,0.269461719, 
2.006389928,4.953448035,0.284065808, 
2.020029172,4.953518982,0.298029642, 
2.033769255,4.953593652,0.311369221, 
2.04760958,4.953671942,0.324099916, 
2.061549551,4.953753749,0.336236499, 
2.075588571,4.953838969,0.347793171, 
2.089726044,4.953927498,0.358783586, 
2.103961374,4.954019234,0.369220876, 
2.118293964,4.954114072,0.379117677, 
2.132723217,4.954211909,0.388486148, 
2.147248538,4.954312641,0.397337993, 
2.161869329,4.954416166,0.405684482, 
2.176584995,4.954522379,0.413536467, 
2.191394939,4.954631177,0.420904403, 
2.206298564,4.954742457,0.427798363, 
2.221295274,4.954856115,0.434228054, 
2.236384472,4.954972048,0.440202832, 
2.251565563,4.955090151,0.445731719, 
2.26683795,4.955210322,0.450823412, 
2.282201035,4.955332457,0.455486299, 
2.297654224,4.955456453,0.459728474, 
2.313196919,4.955582205,0.463557741, 
2.328828524,4.955709611,0.466981634, 
2.344548442,4.955838568,0.470007421, 
2.360356078,4.95596897,0.472642119, 
2.376250834,4.956100716,0.474892499, 
2.392232115,4.956233701,0.4767651, 
2.408299323,4.956367822,0.478266234, 
2.424451862,4.956502976,0.479401995, 
2.440689137,4.956639059,0.480178271, 
2.45701055,4.956775967,0.480600744, 
2.473415505,4.956913598,0.480674906, 
2.489903405,4.957051846,0.480406059, 
2.506473655,4.95719061,0.479799324, 
2.523125658,4.957329785,0.478859649, 
2.539858816,4.957469269,0.477591814, 
2.556672535,4.957608957,0.476000434, 
2.573566217,4.957748745,0.47408997, 
2.590539266,4.957888532,0.471864729, 
2.607591086,4.958028212,0.469328873, 
2.624721079,4.958167683,0.466486421, 
2.641928651,4.95830684,0.463341255, 
2.659213203,4.958445582,0.459897125, 
2.676574141,4.958583803,0.456157653, 
2.694010867,4.958721401,0.452126333, 
2.711522784,4.958858271,0.447806544, 
2.729109297,4.958994311,0.443201545, 
2.74676981,4.959129417,0.438314481, 
2.764503725,4.959263486,0.433148391, 
2.782310446,4.959396414,0.427706203, 
2.800189376,4.959528097,0.421990746, 
2.818139921,4.959658432,0.416004745, 
2.836161482,4.959787315,0.409750832, 
2.854253463,4.959914643,0.403231541, 
2.872415268,4.960040313,0.396449315, 
2.890646301,4.960164221,0.389406509, 
2.908945966,4.960286263,0.38210539, 
2.927313664,4.960406336,0.374548142, 
2.945748801,4.960524337,0.366736864, 
2.96425078,4.960640161,0.358673579, 
2.982819005,4.960753706,0.35036023, 
3.001452878,4.960864868,0.341798684, 
3.020151804,4.960973544,0.332990735, 
3.038915185,4.961079629,0.323938106, 
3.057742427,4.961183021,0.314642446, 
3.076632931,4.961283615,0.305105341, 
3.095586103,4.961381309,0.295328305, 
3.114601345,4.961475999,0.285312791, 
3.13367806,4.961567582,0.275060187, 
3.152815653,4.961655953,0.264571816, 
3.172013528,4.96174101,0.253848945, 
3.191271086,4.961822648,0.242892778, 
3.210587733,4.961900766,0.231704463, 
3.229962872,4.961975257,0.220285089, 
3.249395906,4.962046021,0.208635692, 
3.268886238,4.962112952,0.196757251, 
3.288433273,4.962175948,0.184650693, 
3.308036414,4.962234904,0.172316893, 
3.327695065,4.962289718,0.159756674, 
3.347408629,4.962340286,0.146970808, 
3.367176509,4.962386504,0.133960019, 
3.38699811,4.96242827,0.120724983, 
3.406872834,4.962465478,0.107266326, 
3.426800086,4.962498027,0.093584629, 
3.446779268,4.962525811,0.079680427, 
3.466809785,4.962548729,0.06555421, 
3.486891041,4.962566676,0.051206422, 
3.507022437,4.962579549,0.036637466, 
3.527203379,4.962587244,0.0218477, 
3.54743327,4.962589658,0.006837439, 
3.567711513,4.962586688,-0.008393042, 
3.588037512,4.962578229,-0.02384351, 
3.60841067,4.962564179,-0.039513773, 
3.628830391,4.962544434,-0.055403679, 
3.649296079,4.96251889,-0.071513114, 
3.669807137,4.962487443,-0.087842005, 
3.690362968,4.962449992,-0.104390318, 
3.710962977,4.962406431,-0.121158054, 
3.731606567,4.962356657,-0.138145256, 
