# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,14.690587275911394,0.45336862603549805,175.53652948982085,0,3.0,-0.0012349712990910864,180.0,0.0,0.0
 0.17247418163156128,14.646101589606957,0.4568411889416509,175.53652948982085,0.5174225448946839,3.0,-0.0012349712990910864,180.0,-0.04438189891472036,0.0
 0.24319379992970513,14.602141685953528,0.46027513194695185,175.5333908188703,0.7295813997891154,2.9999999999999996,-0.0012786832365764837,180.0,-0.05971739021608914,0.0
 0.2969685394458558,14.55870357141667,0.463670764681641,175.5301795317668,0.8909056183375673,3.0,-0.0013240387565227512,180.0,-0.07313622340250679,0.0
 0.34189366922750186,14.515783252461944,0.46702839677595853,175.5268938774387,1.0256810076825056,3.0,-0.0013711021793723832,180.0,-0.08571353882728282,0.0
 0.3811152026335052,14.473376735554915,0.47034833786014474,175.52353206101225,1.1433456079005155,3.0,-0.0014199427943932023,180.0,-0.09789853484088717,0.0
 0.41625176723688284,14.43148002716114,0.4736308975644398,175.52009224281824,1.2487553017106485,3.0,-0.0014706297804163132,180.0,-0.10993518148045402,0.0
 0.4482679551954629,14.390089133746185,0.4768763855190838,175.5165725373847,1.3448038655863888,3.0,-0.0015232379816007657,180.0,-0.12197686529106802,9.625897538031637e-13
 0.47779425060647335,14.349200061775614,0.48008511135431703,175.51297101242682,1.43338275181942,2.9999999999999982,-0.001577841787199393,180.00000000000003,-0.13413013295330203,-1.0344292780614155e-12
 0.5052699901598511,14.308808817714981,0.4832573847003797,175.50928568782751,1.5158099704795531,2.999999999999998,-0.0016345224854384585,180.0,-0.146474772904917,0.0
 0.5310160837914594,14.268911408029854,0.48639351518751195,175.50551453460963,1.593048251374378,3.0,-0.0016933616203999172,180.0,-0.15907422192656243,0.0
 0.5552755813495611,14.229503839185792,0.48949381244595397,175.50165547391126,1.6658267440486834,3.0000000000000044,-0.0017544457699662694,180.0,-0.17198144929265693,0.0
 0.5782379297632284,14.19058211764836,0.4925585861059459,175.49770637595194,1.7347137892896853,3.000000000000005,-0.0018178645776097666,180.0,-0.18524251166182373,0.0
 0.6000542877420535,14.152142249883116,0.49558814579772814,175.4936650590046,1.8001628632261608,3.00000000000001,-0.001883709290910084,180.0,-0.19889881796473272,1.3668660346325846e-12
 0.6208476271844545,14.114180242355626,0.49858280115154063,175.48952928836798,1.8625428815533638,2.9999999999999947,-0.0019520781073249815,180.00000000000003,-0.21298863671817067,-1.4302380426232613e-12
 0.640719640502094,14.076692101531451,0.5015428617976236,175.4852967753426,1.9221589215062822,3.0000000000000058,-0.0020230710686675347,180.0,-0.22754813703241905,0.0
 0.6597556088091433,14.03967383387615,0.5044686373662176,175.48096517621772,1.9792668264274302,3.0,-0.002096791747775045,180.0,-0.24261213156942735,0.0
 0.6780279224035292,14.003121445855289,0.5073604374875623,175.4765320912679,2.034083767210588,3.0,-0.0021733489575663004,180.0,-0.25821462243439647,0.0
 0.695598683746061,13.967030943934425,0.5102185717918982,175.4719950637619,2.0867960512381836,3.000000000000006,-0.002252854780394123,180.0,-0.27438921274828965,-1.6794736849994587e-12
 0.712521669610179,13.931398334579125,0.5130433499094653,175.46735157899332,2.1375650088305376,3.0,-0.0023354278787025666,179.99999999999997,-0.2911694251406621,1.7412952177300412e-12
 0.7288438355134741,13.896219624254947,0.5158350814705042,175.4625990633302,2.186531506540423,3.0000000000000138,-0.0024211872821647473,180.0,-0.30858895363912775,0.0
 0.7446064867047222,13.861490819427456,0.5185940761052545,175.45773488329255,2.233819460114167,3.0,-0.0025102610146265827,180.0,-0.3266818675025292,0.0
 0.7598462019430932,13.827207926562213,0.521320643443957,175.45275634465824,2.27953860582928,3.0,-0.0026027782811713137,180.0,-0.34548277900186525,0.0
 0.7745955711067369,13.793366952124776,0.5240150931168515,175.44766069161108,2.3237867133202115,3.0,-0.0026988760084819393,180.0,-0.36502698551880003,1.9891708294389736e-12
 0.7888837906049185,13.759963902580713,0.5266777347541781,175.44244510591923,2.3666513718147564,3.0000000000000075,-0.0027986942034545145,180.00000000000003,-0.385350589640995,-2.0516115341983947e-12
 0.8027371487853739,13.726994784395583,0.5293088779861774,175.43710670617585,2.408211446356123,3.000000000000016,-0.002902378783539065,180.0,-0.4064906051598561,-2.1143523949737573e-12
 0.8161794252469364,13.694455604034948,0.5319088324430893,175.43164254708228,2.4485382757408103,3.0,-0.003010081211822816,179.99999999999997,-0.42848504954898836,0.0
 0.829232222052361,13.66234236796437,0.534477907755154,175.42604961879636,2.487696666157084,2.999999999999983,-0.0031219581267331134,179.99999999999997,-0.45137302659694944,4.481852555568122e-12
 0.8419152405488503,13.630651082649413,0.5370164135526119,175.4203248463512,2.5257457216465515,3.0,-0.003238172053351045,180.00000000000003,-0.4751948010234984,-2.304847810447228e-12
 0.8542465143542514,13.599377754555634,0.5395246594657029,175.41446508914888,2.562739543062755,3.0,-0.0033588896712487483,180.0,-0.4999918661203032,0.0
 0.8662426067244549,13.568518390148599,0.5420029551246676,175.40846714053856,2.5987278201733655,3.0000000000000093,-0.003484286072455573,180.0,-0.525807004863428,0.0
 0.8779187787554322,13.53806899589387,0.5444516101597456,175.40232772749468,2.6337563362662975,2.9999999999999907,-0.0036145405845236537,180.0,-0.5526843465355036,0.0
