# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,2.4871004027722345,2.934522297616024,0.0032839046475132668,1.0,0.0,0.009637759939632349,0.0,0.0,0.0
 0.01197229581076289,2.499072698563333,2.9345229838075406,0.0032839046475132668,1.0,0.0,0.009637759939632349,0.0,0.5534833930660628,0.0
 0.023889325860864796,2.510989728436266,2.9345250387175152,0.009879782874913902,1.0,0.0,0.009733283092997539,0.0,0.558970137380123,0.0
 0.0357513040575717,2.5228517061404907,2.9345284568490877,0.016510274457127185,1.0,0.0,0.009829701116827844,0.0,0.564508311950064,0.0
 0.047558444308434124,2.534658845425463,2.934533232705396,0.023175503269099187,1.0,0.0,0.009927021051446416,0.0,0.5700982099431539,0.0
 0.059310960521287356,2.5464113600406404,2.934539360789579,0.02987559172437471,1.0,0.0,0.010025245670935034,0.0,0.5757401170908347,0.0
 0.0710090666042427,2.5581094637354798,2.9345468356047753,0.03661066069031642,1.0,0.0,0.010124381154464271,0.0,0.58143431635201,0.0
 0.08265297646568516,2.5697533702594377,2.9345556516541245,0.043380829460268645,1.0,0.0,0.010224431960068552,0.0,0.5871810813084701,0.0
 0.09424290401426885,2.5813432933619715,2.934565803440764,0.05018621565053285,1.0,0.0,0.010325403395682213,0.0,0.5929806843150717,0.0
 0.10577906315891035,2.592879446792537,2.934577285467833,0.05702693519448993,1.0,0.0,0.010427298143370584,0.0,0.5988333875474307,0.0
 0.11726166780878641,2.6043620443005917,2.9345900922384707,0.06390310223484309,1.0,0.0,0.010530122339310766,0.0,0.6047394481434607,0.0
 0.12869093187332753,2.6157912996355925,2.934604218255815,0.07081482907791958,1.0,0.0,0.010633880362861232,0.0,0.6106991175846332,0.0
 0.1400670692622117,2.627167426546996,2.9346196580230055,0.07776222614283271,1.0,0.0,0.010738575682091819,0.0,0.6167126374568914,0.0
 0.15139029388535988,2.6384906387842584,2.93463640604318,0.08474540186469122,1.0,0.0,0.01084421260835378,0.0,0.6227802449849223,0.0
 0.1626608196529311,2.649761150096837,2.934654456819479,0.09176446266332812,1.0,0.0,0.010950796312524668,0.0,0.6289021662044381,0.0
 0.17387886047531553,2.6609791742341886,2.9346738048550387,0.09881951283709549,1.0,0.0,0.011058328365643497,0.0,0.635078622548039,0.0
 0.1850446302631296,2.672144924945771,2.9346944446529992,0.10591065453362895,1.0,0.0,0.011166814751747313,0.0,0.6413098243317789,0.0
 0.19615834292720624,2.683258615981039,2.9347163707164996,0.11303798764990182,1.0,0.0,0.01127625783492129,0.0,0.64759597312187,0.0
 0.20722021237859403,2.6943204610894504,2.9347395775486778,0.12020160976182039,1.0,0.0,0.011386660813613787,0.0,0.6539372628688196,0.0
 0.21823045252854772,2.705330674020463,2.9347640596526725,0.1274016160690095,1.0,0.0,0.011498027737035132,0.0,0.6603338766385757,0.0
 0.22918927728851893,2.7162894685235317,2.934789811531623,0.13463809930616408,1.0,0.0,0.01161036077815766,0.0,0.6667859872003119,0.0
 0.2400969005701549,2.7271970583481147,2.9348168276886684,0.14191114966401883,1.0,0.0,0.01172366294701844,0.0,0.673293757082037,0.0
 0.25095353628528644,2.7380536572436682,2.934845102626946,0.14922085471393076,1.0,0.0,0.01183793718479904,0.0,0.6798573390017599,0.0
 0.2617593983459232,2.7488594789596497,2.9348746308495954,0.15656729934009536,1.0,0.0,0.011953186360692647,0.0,0.6864768735443436,0.0
 0.2725147006642439,2.759614737245515,2.9349054068597558,0.16395056564960037,1.0,0.0,0.012069412337974364,0.0,0.6931524882321541,0.0
 0.283219657152591,2.770319645850721,2.934937425160565,0.17137073287591512,1.0,0.0,0.012186615950131282,0.0,0.6998843008220994,0.0
 0.29387448172346126,2.780974418524725,2.934970680255162,0.17882787732108077,1.0,0.0,0.012304800732374102,0.0,0.7066724158132982,0.0
 0.30447938828949755,2.791579269016984,2.9350051666466856,0.18632207226357594,1.0,0.0,0.01242396732120256,0.0,0.713516922573159,0.0
 0.3150345907634806,2.802134411076954,2.9350408788382745,0.19385338784994893,1.0,0.0,0.01254411812492524,0.0,0.7204179000651879,0.0
 0.3255403030583207,2.8126400584540927,2.9350778113330676,0.20142189104008665,1.0,0.0,0.012665253555248831,0.0,0.7273754104755494,0.0
 0.33599673908704697,2.823096424897856,2.9351159586342033,0.20902764548859273,1.0,0.0,0.01278737484852442,0.0,0.7343895035098943,0.0
 0.34640411276280075,2.8335037241577012,2.935155315244821,0.2166707114751715,1.0,0.0,0.012910481201957612,0.0,0.7414602114759197,0.0
 0.3567626379988251,2.8438621699830855,2.935195875668058,0.2243511457872528,1.0,0.0,0.013034573584400088,0.0,0.7485875548969203,0.0
 0.3670725287084541,2.854171976123465,2.9352376344070543,0.2320690016648284,1.0,0.0,0.013159653806308548,0.0,0.7557715332035855,0.0
 0.37733399880510404,2.864433356328297,2.9352805859649482,0.2398243286526963,1.0,0.0,0.013285719669706902,0.0,0.7630121334624032,0.0
 0.3875472622022634,2.874646524347038,2.9353247248448784,0.2476171725469763,1.0,0.0,0.01341277172066593,0.0,0.7703093236635654,0.0
 0.39771253281348173,2.884811693929145,2.935370045549984,0.255447575276361,1.0,0.0,0.013540807415850235,0.0,0.7776630532692236,0.0
 0.40783002455235917,2.894929078824074,2.935416542583403,0.2633155747934426,1.0,0.0,0.013669828946719073,0.0,0.7850732558728268,0.0
